region,device_RAM,device_storage,new_price_dollars,device_category,condition_category,months_used,tradein_value_dollars
South South,4,64,190.0,group5_samsung_lowend,good,27,41.8
South East and Delta,3,64,119.58,group7_others,good,10,50.223600000000005
South South,4,128,185.98,group6_transsion,good,7,78.11160000000001
South East and Delta,4,128,191.3,group5_samsung_lowend,fair,6,74.60700000000001
Lagos Mainland,3,64,110.69,group6_transsion,fair,22,30.9932
South East and Delta,4,64,150.0,group5_samsung_lowend,good,4,63.00000000000001
South South,4,128,155.59,group6_transsion,good,19,46.67700000000001
FCT & Environs,4,128,174.85,group6_transsion,good,10,73.437
Lagos Mainland,2,64,104.35,group6_transsion,good,17,31.305000000000003
South South,2,32,89.93,group6_transsion,good,16,26.979000000000006
Lagos Mainland,8,256,534.14,group3_samsung_highend,fair,11,251.04579999999999
South South,4,128,174.85,group6_transsion,good,10,73.437
South East and Delta,4,128,160.62,group6_transsion,good,6,67.4604
South East and Delta,2,32,97.71,group6_transsion,good,6,41.0382
South East and Delta,16,256,1379.0,group2_samsung_premium,fair,25,358.54
South East and Delta,12,256,1449.0,group2_samsung_premium,fair,31,376.74
South East and Delta,2,32,83.21,group6_transsion,excellent,9,37.44449999999999
Lagos Mainland,4,128,103.63,group7_others,good,18,31.089000000000002
South South,2,64,106.63,group6_transsion,good,4,44.784600000000005
South East and Delta,8,256,262.19,group6_transsion,good,7,110.11980000000001
South South,4,128,155.59,group6_transsion,good,19,46.67700000000001
Lagos Mainland,6,128,599.0,group3_samsung_highend,good,31,173.71
South East and Delta,8,256,1049.99,group2_samsung_premium,fair,13,356.99659999999994
South East and Delta,3,32,97.25,group5_samsung_lowend,good,15,29.175000000000004
Lagos Mainland,2,64,104.35,group6_transsion,good,17,31.305000000000003
South East and Delta,2,64,136.25,group6_transsion,good,12,57.22500000000001
West,4,128,173.65,group6_transsion,good,14,52.095000000000006
South East and Delta,8,128,1199.99,group2_samsung_premium,fair,12,563.9952999999999
Lagos Mainland,12,256,1299.99,group2_samsung_premium,fair,12,610.9952999999999
West,4,128,176.34,group6_transsion,good,9,74.06280000000001
Lagos Island,2,32,80.69,group6_transsion,good,15,24.207000000000004
South East and Delta,8,256,239.5,group6_transsion,fair,17,67.06
South East and Delta,4,128,189.0,group6_transsion,good,16,56.70000000000001
West,1,32,56.36,group7_others,fair,18,15.780800000000001
South East and Delta,4,64,106.44,group7_others,excellent,22,34.06079999999999
South South,1,16,61.74,group6_transsion,fair,46,8.026200000000001
South East and Delta,4,128,189.0,group6_transsion,good,16,56.70000000000001
South East and Delta,4,128,189.0,group6_transsion,good,16,56.70000000000001
South East and Delta,4,128,189.0,group6_transsion,fair,16,52.92
Lagos Mainland,2,32,80.69,group6_transsion,good,15,24.207000000000004
Lagos Mainland,4,64,799.0,group1_apple,good,28,295.63
South East and Delta,4,128,191.3,group5_samsung_lowend,good,6,80.34600000000002
South East and Delta,6,128,395.18,group4_samsung_midrange,fair,11,173.87919999999997
South East and Delta,8,128,196.05,group6_transsion,good,15,58.81500000000001
South East and Delta,4,64,119.85,group6_transsion,fair,21,33.558
FCT & Environs,8,256,1049.99,group2_samsung_premium,fair,13,356.99659999999994
Lagos Mainland,4,128,131.75,group6_transsion,fair,15,36.89
FCT & Environs,2,32,140.17,group6_transsion,fair,41,18.222099999999998
South East and Delta,4,64,73.57,group7_others,good,6,30.8994
South East and Delta,3,32,130.0,group5_samsung_lowend,good,15,39.00000000000001
Lagos Mainland,2,32,107.0,group5_samsung_lowend,good,24,32.1
South East and Delta,3,64,137.75,group6_transsion,good,32,30.304999999999996
South East and Delta,4,64,165.29,group6_transsion,good,14,49.587
South East and Delta,6,128,395.18,group4_samsung_midrange,fair,11,173.87919999999997
South East and Delta,2,32,96.43,group7_others,good,32,21.214599999999997
Lagos Mainland,2,32,89.73,group7_others,good,27,19.740599999999997
South East and Delta,2,32,96.43,group7_others,good,32,21.214599999999997
South South,4,128,131.79,group6_transsion,fair,27,26.357999999999993
South East and Delta,4,64,122.16,group6_transsion,good,10,51.3072
South South,4,64,169.85,group7_others,good,9,71.337
South East and Delta,12,512,1399.99,group2_samsung_premium,fair,12,657.9952999999999
Lagos Mainland,1,16,64.85,group6_transsion,fair,19,18.158
South East and Delta,6,128,145.71,group6_transsion,fair,20,40.79880000000001
Lagos Mainland,4,64,165.29,group6_transsion,good,14,49.587
South East and Delta,4,128,155.59,group6_transsion,good,19,46.67700000000001
South East and Delta,12,256,999.0,group7_others,good,14,299.70000000000005
South South,6,128,145.0,group6_transsion,excellent,28,37.7
South East and Delta,2,32,62.74,group6_transsion,good,9,26.350800000000003
West,4,64,139.38,group7_others,good,11,58.53960000000001
South East and Delta,12,256,1249.0,group2_samsung_premium,good,12,636.99
Lagos Mainland,4,128,176.34,group6_transsion,good,9,74.06280000000001
South South,3,64,108.4,group6_transsion,fair,31,21.679999999999996
South East and Delta,2,32,83.21,group6_transsion,fair,9,32.4519
West,2,32,89.93,group6_transsion,good,16,26.979000000000006
South South,4,128,176.34,group6_transsion,good,10,74.06280000000001
South East and Delta,4,128,147.33,group6_transsion,good,14,44.19900000000001
West,2,32,89.93,group6_transsion,good,16,26.979000000000006
South East and Delta,8,128,196.05,group6_transsion,good,15,58.81500000000001
South East and Delta,4,64,131.0,group6_transsion,good,14,39.300000000000004
West,8,128,138.44,group7_others,good,15,41.532000000000004
South East and Delta,4,128,191.6,group5_samsung_lowend,good,12,80.47200000000001
South South,2,32,89.93,group6_transsion,good,16,26.979000000000006
South East and Delta,2,32,37.63,group7_others,good,8,15.804600000000002
Lagos Mainland,2,32,96.43,group7_others,fair,32,19.285999999999998
South East and Delta,2,32,80.69,group6_transsion,good,15,24.207000000000004
South South,3,64,108.4,group6_transsion,good,31,23.848
West,4,128,147.33,group6_transsion,good,15,44.19900000000001
Lagos Mainland,3,64,108.4,group6_transsion,fair,31,21.679999999999996
South East and Delta,4,128,176.34,group6_transsion,fair,10,68.7726
West,2,32,89.93,group6_transsion,good,16,26.979000000000006
South East and Delta,3,32,67.26,group7_others,good,6,28.249200000000005
South East and Delta,3,64,108.4,group6_transsion,good,31,23.848
South East and Delta,2,32,96.43,group7_others,fair,32,19.285999999999998
South East and Delta,3,64,110.69,group6_transsion,fair,23,30.9932
South East and Delta,4,64,131.0,group6_transsion,good,15,39.300000000000004
South East and Delta,4,128,157.25,group6_transsion,fair,10,61.3275
West,4,64,129.7,group6_transsion,good,7,54.474000000000004
Lagos Island,4,128,131.79,group6_transsion,good,28,28.993799999999993
South South,4,64,129.7,group6_transsion,good,7,54.474000000000004
South East and Delta,2,32,97.71,group6_transsion,good,7,41.0382
FCT & Environs,1,16,74.66,group6_transsion,fair,19,20.9048
South East and Delta,3,32,97.25,group5_samsung_lowend,fair,16,27.230000000000004
West,8,128,483.0,group3_samsung_highend,fair,24,164.22
Lagos Mainland,4,64,125.7,group6_transsion,good,16,37.71000000000001
South East and Delta,4,64,151.74,group6_transsion,good,0,63.73080000000001
South East and Delta,4,64,300.0,group4_samsung_midrange,fair,43,48.00000000000001
South East and Delta,4,64,119.58,group6_transsion,excellent,26,31.0908
South East and Delta,2,64,106.63,group6_transsion,good,5,44.784600000000005
South East and Delta,4,128,185.98,group6_transsion,fair,8,72.5322
South East and Delta,2,32,96.52,group6_transsion,good,14,28.956000000000003
Lagos Mainland,4,64,143.78,group5_samsung_lowend,fair,7,56.074200000000005
West,8,256,209.21,group6_transsion,good,10,87.86820000000002
South East and Delta,3,64,108.4,group6_transsion,good,31,23.848
South East and Delta,2,32,95.82,group6_transsion,good,44,14.373000000000001
South East and Delta,8,256,262.19,group6_transsion,fair,8,102.25410000000001
South East and Delta,2,32,83.83,group6_transsion,fair,16,23.4724
South East and Delta,3,64,116.88,group6_transsion,fair,11,45.5832
West,4,64,165.29,group6_transsion,good,15,49.587
West,8,256,1250.0,group2_samsung_premium,good,1,637.5
West,2,32,97.71,group6_transsion,good,7,41.0382
Lagos Island,4,64,119.58,group6_transsion,good,5,50.223600000000005
South East and Delta,3,64,137.75,group6_transsion,good,32,30.304999999999996
Lagos Mainland,2,32,96.52,group6_transsion,fair,14,27.0256
South East and Delta,6,128,207.17,group7_others,good,13,62.151
South East and Delta,8,128,268.71,group7_others,good,24,80.613
Lagos Mainland,8,256,1049.99,group2_samsung_premium,fair,13,356.99659999999994
South East and Delta,3,64,108.4,group6_transsion,good,31,23.848
South East and Delta,2,32,93.13,group6_transsion,good,31,20.488599999999998
South East and Delta,8,128,196.05,group6_transsion,good,16,58.81500000000001
South South,2,32,79.96,group7_others,good,22,23.988000000000003
Lagos Mainland,2,32,100.95,group7_others,fair,23,28.266000000000002
South East and Delta,6,128,259.17,group7_others,good,14,77.75100000000002
South South,4,64,131.0,group6_transsion,good,15,39.300000000000004
Lagos Mainland,12,256,1249.0,group2_samsung_premium,fair,13,424.65999999999997
Lagos Mainland,8,128,132.96,group6_transsion,good,18,39.888000000000005
South East and Delta,8,256,270.38,group7_others,good,12,113.5596
Lagos Mainland,4,64,143.78,group5_samsung_lowend,good,7,60.387600000000006
South East and Delta,2,64,108.19,group6_transsion,good,22,32.457
West,4,64,159.0,group5_samsung_lowend,good,25,34.98
South South,12,256,1299.99,group2_samsung_premium,good,13,480.9963
South East and Delta,2,32,96.52,group6_transsion,good,14,28.956000000000003
South East and Delta,4,64,165.29,group6_transsion,fair,15,46.281200000000005
South East and Delta,12,256,1299.99,group2_samsung_premium,fair,13,441.99659999999994
Lagos Mainland,1,16,61.71,group7_others,fair,27,12.341999999999997
Lagos Mainland,4,64,122.16,group6_transsion,good,11,51.3072
South East and Delta,4,64,154.67,group7_others,good,19,46.401
South East and Delta,1,16,98.83,group7_others,good,14,29.649000000000004
South East and Delta,4,64,131.0,group6_transsion,good,15,39.300000000000004
South East and Delta,4,64,106.44,group7_others,fair,23,29.803200000000004
South East and Delta,12,256,1799.0,group2_samsung_premium,fair,19,611.66
Lagos Mainland,8,256,849.0,group3_samsung_highend,good,26,246.21000000000004
Lagos Mainland,6,128,421.74,group4_samsung_midrange,fair,12,185.5656
FCT & Environs,12,256,1449.0,group2_samsung_premium,fair,32,376.74
FCT & Environs,8,256,1049.99,group2_samsung_premium,fair,19,356.99659999999994
FCT & Environs,12,256,1249.0,group2_samsung_premium,fair,13,424.65999999999997
West,3,32,67.26,group7_others,excellent,7,30.267
South East and Delta,6,128,169.9,group6_transsion,excellent,29,44.174
FCT & Environs,8,256,849.0,group3_samsung_highend,fair,13,288.65999999999997
West,3,32,123.66,group7_others,good,29,27.205199999999994
South South,2,32,89.93,group6_transsion,fair,17,25.180400000000006
Lagos Mainland,8,256,319.85,group6_transsion,good,20,95.95500000000003
Lagos Mainland,1,16,64.85,group6_transsion,fair,20,18.158
Lagos Mainland,3,64,102.86,group6_transsion,good,1,43.20120000000001
Lagos Mainland,4,64,122.16,group6_transsion,good,11,51.3072
South East and Delta,2,64,102.87,group6_transsion,good,0,43.205400000000004
Lagos Mainland,3,32,111.36,group5_samsung_lowend,fair,5,43.4304
South East and Delta,6,128,395.18,group4_samsung_midrange,good,12,185.7346
South South,4,128,262.0,group4_samsung_midrange,fair,35,57.63999999999999
South South,4,128,262.0,group4_samsung_midrange,fair,35,57.63999999999999
West,4,64,119.85,group6_transsion,good,22,35.955000000000005
South East and Delta,6,128,999.0,group3_samsung_highend,fair,30,259.74
West,8,256,319.85,group6_transsion,good,21,95.95500000000003
South South,4,64,116.88,group6_transsion,good,23,35.06400000000001
South South,8,256,849.0,group3_samsung_highend,good,26,246.21000000000004
South South,4,64,122.16,group6_transsion,good,11,51.3072
Lagos Mainland,12,256,1299.99,group2_samsung_premium,good,13,480.9963
South South,8,128,975.0,group3_samsung_highend,fair,49,107.24999999999999
South East and Delta,4,128,173.65,group6_transsion,good,15,52.095000000000006
Lagos Mainland,4,128,147.33,group6_transsion,fair,15,41.25240000000001
South East and Delta,4,128,173.65,group6_transsion,good,15,52.095000000000006
Lagos Mainland,2,32,62.74,group6_transsion,fair,9,24.468600000000002
South East and Delta,6,128,458.54,group3_samsung_highend,good,24,169.65980000000002
South South,4,64,119.58,group6_transsion,fair,6,46.6362
Lagos Mainland,2,32,83.83,group6_transsion,good,17,25.149000000000004
South East and Delta,1,32,76.16,group7_others,good,21,22.848000000000003
South South,2,32,37.63,group7_others,good,9,15.804600000000002
FCT & Environs,2,32,95.21,group6_transsion,fair,22,26.6588
South East and Delta,3,64,119.58,group7_others,good,12,50.223600000000005
South East and Delta,4,128,160.62,group6_transsion,good,7,67.4604
South East and Delta,3,32,130.0,group5_samsung_lowend,good,16,39.00000000000001
FCT & Environs,12,512,1399.99,group2_samsung_premium,fair,13,475.99659999999994
South East and Delta,4,64,143.78,group5_samsung_lowend,good,7,60.387600000000006
Lagos Island,12,128,1199.0,group2_samsung_premium,good,37,227.80999999999995
South East and Delta,2,64,106.63,group6_transsion,fair,6,41.5857
FCT & Environs,4,128,289.0,group4_samsung_midrange,fair,13,86.70000000000002
South South,8,128,975.0,group3_samsung_highend,fair,49,107.24999999999999
West,8,256,319.85,group6_transsion,good,21,95.95500000000003
South East and Delta,2,64,106.63,group6_transsion,good,6,44.784600000000005
FCT & Environs,4,64,190.0,group5_samsung_lowend,fair,28,37.99999999999999
West,6,128,1000.0,group3_samsung_highend,fair,55,109.99999999999999
Lagos Mainland,6,128,259.17,group7_others,good,14,77.75100000000002
Lagos Mainland,4,64,119.85,group6_transsion,good,23,35.955000000000005
Lagos Island,8,128,483.0,group3_samsung_highend,fair,24,164.22
West,4,64,169.85,group7_others,good,9,71.337
West,6,128,421.74,group4_samsung_midrange,good,12,198.21779999999998
South East and Delta,8,256,1049.99,group2_samsung_premium,fair,14,356.99659999999994
Lagos Island,8,256,849.0,group3_samsung_highend,good,26,246.21000000000004
FCT & Environs,3,32,97.25,group5_samsung_lowend,fair,16,27.230000000000004
South East and Delta,4,64,165.29,group6_transsion,fair,15,46.281200000000005
West,2,32,97.71,group6_transsion,good,8,41.0382
Lagos Island,6,128,999.0,group3_samsung_highend,good,30,289.71000000000004
South East and Delta,6,128,259.17,group7_others,good,14,77.75100000000002
Lagos Island,8,256,289.63,group6_transsion,good,8,121.64460000000001
South East and Delta,4,64,143.78,group5_samsung_lowend,good,8,60.387600000000006
South East and Delta,4,64,123.66,group6_transsion,fair,10,48.2274
West,2,32,80.69,group6_transsion,excellent,16,25.820799999999995
South South,4,128,191.3,group5_samsung_lowend,good,8,80.34600000000002
Lagos Island,4,64,122.16,group6_transsion,good,11,51.3072
FCT & Environs,4,64,139.0,group5_samsung_lowend,fair,21,38.92
West,4,128,131.72,group7_others,good,6,55.3224
South East and Delta,3,32,130.0,group5_samsung_lowend,good,26,28.599999999999998
Lagos Mainland,4,128,155.59,group6_transsion,good,20,46.67700000000001
South East and Delta,8,256,239.5,group6_transsion,fair,18,67.06
South East and Delta,2,32,80.69,group6_transsion,fair,16,22.593200000000003
South East and Delta,8,256,207.33,group7_others,fair,5,80.85870000000001
Lagos Island,4,64,123.66,group6_transsion,good,10,51.937200000000004
Lagos Mainland,8,256,1049.0,group2_samsung_premium,fair,44,167.84000000000003
Lagos Mainland,4,64,190.55,group7_others,good,17,57.16500000000001
Lagos Island,4,128,155.59,group6_transsion,good,20,46.67700000000001
Lagos Mainland,2,64,104.35,group6_transsion,good,19,31.305000000000003
Lagos Mainland,2,64,104.35,group6_transsion,good,19,31.305000000000003
South South,4,128,379.0,group4_samsung_midrange,good,48,68.22000000000001
South East and Delta,3,64,111.36,group5_samsung_lowend,good,5,46.77120000000001
Lagos Island,4,128,160.62,group6_transsion,good,8,67.4604
South East and Delta,8,256,1049.99,group2_samsung_premium,good,14,388.4963
South East and Delta,2,32,89.93,group6_transsion,good,17,26.979000000000006
South East and Delta,4,128,103.63,group7_others,good,19,31.089000000000002
West,1,16,64.85,group6_transsion,fair,20,18.158
